Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Device Used,Category
TXN9421838714,ACC23378,ACC14994,1288.36,deposit,2025-06-11 17:18:00,mobile,sales
TXN8789357236,ACC15412,ACC14994,1105.17,deposit,2025-06-26 20:03:00,mobile,sales
TXN7301732461,ACC14702,ACC14994,1548.93,deposit,2025-06-09 16:13:00,mobile,sales
TXN9701749477,ACC85126,ACC14994,1306.46,deposit,2025-06-11 19:55:00,mobile,sales
TXN2523600081,ACC16623,ACC14994,1764.57,deposit,2025-06-24 17:16:00,mobile,sales
TXN2709625910,ACC57292,ACC14994,1170.25,deposit,2025-06-06 20:30:00,mobile,sales
TXN5517733134,ACC49510,ACC14994,1855.9,deposit,2025-06-09 18:24:00,mobile,sales
TXN7261726133,ACC24619,ACC14994,1677.7,deposit,2025-06-16 18:14:00,mobile,sales
TXN6671864698,ACC58894,ACC14994,1491.21,deposit,2025-06-20 19:07:00,mobile,sales
TXN2239873317,ACC88710,ACC14994,1546.01,deposit,2025-06-11 16:39:00,mobile,sales
TXN9736534234,ACC76163,ACC14994,1334.97,deposit,2025-06-20 20:53:00,mobile,sales
TXN2972079310,ACC42828,ACC14994,1443.31,deposit,2025-06-19 19:55:00,mobile,sales
TXN9220510681,ACC33397,ACC14994,1940.85,deposit,2025-06-26 21:09:00,mobile,sales
TXN7140807347,ACC89645,ACC14994,1064.26,deposit,2025-06-27 16:11:00,mobile,sales
TXN1290935922,ACC38268,ACC14994,1906.15,deposit,2025-06-29 19:31:00,mobile,sales
TXN6754535896,ACC35746,ACC14994,1535.12,deposit,2025-06-01 20:34:00,mobile,sales
TXN8575937622,ACC31289,ACC14994,1945.54,deposit,2025-06-13 21:34:00,mobile,sales
TXN3956218484,ACC17378,ACC14994,1967.33,deposit,2025-06-23 21:10:00,mobile,sales
TXN7552964014,ACC28821,ACC14994,1430.02,deposit,2025-06-25 21:32:00,mobile,sales
TXN2522161437,ACC29335,ACC14994,1987.55,deposit,2025-06-22 16:57:00,mobile,sales
TXN9368280870,ACC84994,ACC14994,1256.29,deposit,2025-06-25 18:24:00,mobile,sales
TXN8197118086,ACC69249,ACC14994,1723.85,deposit,2025-06-21 16:52:00,mobile,sales
TXN5307658937,ACC63142,ACC14994,1846.64,deposit,2025-06-17 21:36:00,mobile,sales
TXN6753697459,ACC14994,ACC14994,14860.03,transfer,2025-06-11 19:46:00,desktop,internal
TXN8025840002,ACC36025,ACC14994,1259.72,deposit,2025-06-26 17:39:00,mobile,sales
TXN2125612831,ACC14994,ACC29205,4153.83,withdrawal,2025-06-02 03:04:00,desktop,misc
TXN1023004783,ACC82446,ACC14994,1200.88,deposit,2025-06-29 16:48:00,mobile,sales
TXN4099045511,ACC25475,ACC14994,1760.15,deposit,2025-06-15 19:25:00,mobile,sales
TXN2055023403,ACC39898,ACC14994,1596.62,deposit,2025-06-25 19:42:00,mobile,sales
TXN7015229184,ACC93099,ACC14994,1616.98,deposit,2025-06-30 16:55:00,mobile,sales
TXN1448260043,ACC61942,ACC14994,1893.09,deposit,2025-06-28 16:05:00,mobile,sales
TXN3118163928,ACC74583,ACC14994,1832.51,deposit,2025-06-14 19:25:00,mobile,sales
TXN1931719098,ACC14994,ACC51198,2464.11,withdrawal,2025-06-14 04:55:00,desktop,misc
TXN1586496030,ACC26647,ACC14994,1312.52,deposit,2025-06-08 19:24:00,mobile,sales
TXN5974868593,ACC20629,ACC14994,1519.56,deposit,2025-06-29 20:45:00,mobile,sales
TXN6211876940,ACC14994,ACC14994,10308.85,transfer,2025-06-05 10:11:00,desktop,internal
TXN2530654060,ACC27640,ACC14994,1963.35,deposit,2025-06-16 20:53:00,mobile,sales
TXN3810653477,ACC14994,ACC48865,2586.96,withdrawal,2025-06-21 03:27:00,desktop,misc
TXN5105466928,ACC14994,ACC14994,18106.88,transfer,2025-06-29 15:24:00,desktop,internal
TXN2714390497,ACC54800,ACC14994,1001.9,deposit,2025-06-27 17:02:00,mobile,sales
TXN9608218283,ACC13188,ACC14994,1489.14,deposit,2025-06-30 21:43:00,mobile,sales
TXN3069342917,ACC40631,ACC14994,1313.9,deposit,2025-06-30 21:54:00,mobile,sales
TXN4577478651,ACC14994,ACC22174,4242.91,withdrawal,2025-06-03 04:40:00,desktop,misc
TXN5415115757,ACC61612,ACC14994,1130.11,deposit,2025-06-20 19:50:00,mobile,sales
TXN1879938502,ACC14994,ACC14994,19239.98,transfer,2025-06-05 01:24:00,desktop,internal
TXN3445019980,ACC44544,ACC14994,1499.09,deposit,2025-06-26 17:40:00,mobile,sales
TXN5260158143,ACC15774,ACC14994,1218.42,deposit,2025-06-14 18:21:00,mobile,sales
TXN2366294365,ACC45926,ACC14994,1223.58,deposit,2025-06-18 19:01:00,mobile,sales
TXN5006607435,ACC98509,ACC14994,1265.63,deposit,2025-06-22 16:28:00,mobile,sales
TXN3580558331,ACC60886,ACC14994,1958.93,deposit,2025-06-04 16:46:00,mobile,sales
TXN2484838632,ACC53137,ACC14994,1295.27,deposit,2025-06-27 16:20:00,mobile,sales
TXN4415827321,ACC31109,ACC14994,1023.56,deposit,2025-06-19 19:42:00,mobile,sales
TXN9734151046,ACC86504,ACC14994,1572.88,deposit,2025-06-01 20:20:00,mobile,sales
TXN8693476233,ACC73094,ACC14994,1941.56,deposit,2025-06-26 20:36:00,mobile,sales
TXN6190819749,ACC14994,ACC14994,11681.5,transfer,2025-06-05 11:58:00,desktop,internal
TXN6977163521,ACC94554,ACC14994,1001.92,deposit,2025-06-28 18:18:00,mobile,sales
TXN1640854800,ACC18561,ACC14994,1236.39,deposit,2025-06-11 16:14:00,mobile,sales
TXN9694245851,ACC14034,ACC14994,1139.71,deposit,2025-06-20 20:49:00,mobile,sales
TXN5430826647,ACC11553,ACC14994,1399.81,deposit,2025-06-12 16:24:00,mobile,sales
TXN9319635871,ACC61603,ACC14994,1440.86,deposit,2025-06-28 16:40:00,mobile,sales
TXN9640963158,ACC65625,ACC14994,1342.41,deposit,2025-06-09 16:15:00,mobile,sales
TXN7175992927,ACC86133,ACC14994,1749.09,deposit,2025-06-28 21:45:00,mobile,sales
TXN4457707635,ACC65534,ACC14994,1200.98,deposit,2025-06-26 21:32:00,mobile,sales
TXN5947882843,ACC62424,ACC14994,1531.11,deposit,2025-06-23 17:34:00,mobile,sales
TXN8511060749,ACC14994,ACC14994,19763.24,transfer,2025-06-29 22:50:00,desktop,internal
TXN3535688054,ACC69599,ACC14994,1539.15,deposit,2025-06-24 17:16:00,mobile,sales
TXN4635040718,ACC25554,ACC14994,1461.95,deposit,2025-06-18 19:52:00,mobile,sales
TXN4603559921,ACC19511,ACC14994,1062.59,deposit,2025-06-13 16:46:00,mobile,sales
TXN7612056451,ACC31930,ACC14994,1709.15,deposit,2025-06-17 19:45:00,mobile,sales
TXN4165731220,ACC31991,ACC14994,1708.89,deposit,2025-06-23 17:08:00,mobile,sales
TXN5359704647,ACC87999,ACC14994,1973.09,deposit,2025-06-11 21:13:00,mobile,sales
TXN3463785529,ACC72413,ACC14994,1913.27,deposit,2025-06-25 16:18:00,mobile,sales
TXN7992303279,ACC49371,ACC14994,1251.91,deposit,2025-06-13 16:33:00,mobile,sales
TXN7636145078,ACC13133,ACC14994,1521.36,deposit,2025-06-10 21:22:00,mobile,sales
TXN9931190991,ACC83243,ACC14994,1557.8,deposit,2025-06-28 16:18:00,mobile,sales
TXN5027867626,ACC69269,ACC14994,1978.67,deposit,2025-06-19 17:31:00,mobile,sales
TXN1966186579,ACC81307,ACC14994,1444.78,deposit,2025-06-29 21:15:00,mobile,sales
TXN7568895430,ACC16389,ACC14994,1449.2,deposit,2025-06-14 19:28:00,mobile,sales
TXN4472684342,ACC67195,ACC14994,1223.18,deposit,2025-06-26 20:38:00,mobile,sales
TXN4317851256,ACC66957,ACC14994,1294.57,deposit,2025-06-22 16:16:00,mobile,sales
TXN9919133267,ACC10940,ACC14994,1079.49,deposit,2025-06-12 18:15:00,mobile,sales
TXN1882182543,ACC97929,ACC14994,1806.95,deposit,2025-06-15 16:37:00,mobile,sales
TXN8221956654,ACC67062,ACC14994,1231.72,deposit,2025-06-09 18:28:00,mobile,sales
TXN1180244897,ACC56610,ACC14994,1467.71,deposit,2025-06-18 16:49:00,mobile,sales
TXN3960679207,ACC33472,ACC14994,1060.7,deposit,2025-06-24 16:11:00,mobile,sales
TXN4317942603,ACC99410,ACC14994,1585.87,deposit,2025-06-15 19:45:00,mobile,sales
TXN6024772023,ACC88023,ACC14994,1042.42,deposit,2025-06-18 19:23:00,mobile,sales
TXN3361853622,ACC14994,ACCEMP004,15000.0,withdrawal,2025-06-09 10:00:00,desktop,salaries
TXN5007509795,ACC93545,ACC14994,1743.11,deposit,2025-06-17 18:46:00,mobile,sales
TXN7429507004,ACC64672,ACC14994,1021.16,deposit,2025-06-02 20:23:00,mobile,sales
TXN4000974162,ACC14994,ACC97710,2602.95,withdrawal,2025-06-11 17:21:00,desktop,misc
TXN6564045310,ACC14371,ACC14994,1534.25,deposit,2025-06-01 19:17:00,mobile,sales
TXN4351340345,ACC32014,ACC14994,1874.7,deposit,2025-06-16 20:26:00,mobile,sales
TXN2833510309,ACC81429,ACC14994,1433.28,deposit,2025-06-19 19:19:00,mobile,sales
TXN8088394314,ACC14004,ACC14994,1184.78,deposit,2025-06-13 17:16:00,mobile,sales
TXN5312533645,ACC22780,ACC14994,1081.16,deposit,2025-06-18 19:26:00,mobile,sales
TXN4759448957,ACC27050,ACC14994,1672.03,deposit,2025-06-27 17:27:00,mobile,sales
TXN6523932114,ACC35235,ACC14994,1549.45,deposit,2025-06-11 21:25:00,mobile,sales
TXN3469421863,ACC12023,ACC14994,1227.11,deposit,2025-06-14 21:38:00,mobile,sales
TXN1432473697,ACC14994,ACC14994,19799.34,transfer,2025-06-06 22:31:00,desktop,internal
TXN4871963965,ACC40927,ACC14994,1125.49,deposit,2025-06-06 20:26:00,mobile,sales
TXN9748342430,ACC98389,ACC14994,1759.18,deposit,2025-06-30 18:38:00,mobile,sales
TXN4255356109,ACC12791,ACC14994,1587.93,deposit,2025-06-28 20:59:00,mobile,sales
TXN1529855503,ACC64736,ACC14994,1745.48,deposit,2025-06-03 20:44:00,mobile,sales
TXN7550607582,ACC27570,ACC14994,1135.39,deposit,2025-06-19 18:51:00,mobile,sales
TXN8503142523,ACC61968,ACC14994,1090.99,deposit,2025-06-17 20:39:00,mobile,sales
TXN9414174702,ACC85933,ACC14994,1518.29,deposit,2025-06-07 21:58:00,mobile,sales
TXN9114533459,ACC35951,ACC14994,1569.36,deposit,2025-06-17 20:45:00,mobile,sales
TXN7931263311,ACC14994,ACC14994,13419.52,transfer,2025-06-18 07:14:00,desktop,internal
TXN6498423083,ACC99890,ACC14994,1521.98,deposit,2025-06-02 19:56:00,mobile,sales
TXN8126741088,ACC51441,ACC14994,1995.97,deposit,2025-06-03 19:16:00,mobile,sales
TXN7772998813,ACC89899,ACC14994,1893.84,deposit,2025-06-03 18:20:00,mobile,sales
TXN3764951657,ACC13698,ACC14994,1070.08,deposit,2025-06-21 18:13:00,mobile,sales
TXN5940081099,ACC21350,ACC14994,1902.28,deposit,2025-06-06 19:51:00,mobile,sales
TXN4454599634,ACC19906,ACC14994,1941.4,deposit,2025-06-23 16:58:00,mobile,sales
TXN7074789133,ACC14994,ACC14994,11246.72,transfer,2025-06-21 03:09:00,desktop,internal
TXN5305878185,ACC88191,ACC14994,1899.17,deposit,2025-06-27 17:11:00,mobile,sales
TXN9185058043,ACC22415,ACC14994,1515.66,deposit,2025-06-28 21:37:00,mobile,sales
TXN4176769779,ACC69593,ACC14994,1812.95,deposit,2025-06-28 19:26:00,mobile,sales
TXN3585783564,ACC89990,ACC14994,1275.86,deposit,2025-06-02 20:13:00,mobile,sales
TXN1570713286,ACC30711,ACC14994,1538.53,deposit,2025-06-17 16:13:00,mobile,sales
TXN8439577674,ACC87669,ACC14994,1502.45,deposit,2025-06-16 19:40:00,mobile,sales
TXN5241069431,ACC64231,ACC14994,1789.8,deposit,2025-06-30 20:50:00,mobile,sales
TXN1833454602,ACC78188,ACC14994,1584.89,deposit,2025-06-20 20:16:00,mobile,sales
TXN9011986258,ACC62543,ACC14994,1387.02,deposit,2025-06-07 19:08:00,mobile,sales
TXN6944083748,ACC46603,ACC14994,1323.92,deposit,2025-06-06 21:22:00,mobile,sales
TXN1060869958,ACC23217,ACC14994,1578.49,deposit,2025-06-10 21:29:00,mobile,sales
TXN1166832259,ACC45358,ACC14994,1501.49,deposit,2025-06-18 21:51:00,mobile,sales
TXN1292939000,ACC95121,ACC14994,1616.07,deposit,2025-06-13 17:33:00,mobile,sales
TXN2273288110,ACC78470,ACC14994,1466.22,deposit,2025-06-23 16:46:00,mobile,sales
TXN8854390662,ACC65701,ACC14994,1371.42,deposit,2025-06-18 21:13:00,mobile,sales
TXN3977354764,ACC14994,ACC14994,15673.67,transfer,2025-06-02 05:48:00,desktop,internal
TXN9762045244,ACC60756,ACC14994,1964.05,deposit,2025-06-04 17:43:00,mobile,sales
TXN2715124499,ACC35658,ACC14994,1803.7,deposit,2025-06-08 20:00:00,mobile,sales
TXN6716154918,ACC91470,ACC14994,1247.1,deposit,2025-06-20 19:20:00,mobile,sales
TXN4587124367,ACC14994,ACC14994,16214.42,transfer,2025-06-23 12:10:00,desktop,internal
TXN2832421972,ACC13642,ACC14994,1194.85,deposit,2025-06-21 17:00:00,mobile,sales
TXN6631657489,ACC14994,ACC24016,2666.68,withdrawal,2025-06-20 05:57:00,desktop,misc
TXN6495370507,ACC12406,ACC14994,1802.88,deposit,2025-06-09 20:46:00,mobile,sales
TXN7358334720,ACC14994,ACC14994,10037.02,transfer,2025-06-15 14:26:00,desktop,internal
TXN3274108924,ACC43068,ACC14994,1792.32,deposit,2025-06-21 20:34:00,mobile,sales
TXN3955007502,ACC51976,ACC14994,1864.51,deposit,2025-06-30 16:56:00,mobile,sales
TXN4968950605,ACC24343,ACC14994,1133.23,deposit,2025-06-20 20:09:00,mobile,sales
TXN5852712146,ACC93052,ACC14994,1678.02,deposit,2025-06-08 17:20:00,mobile,sales
TXN3291507311,ACC67505,ACC14994,1314.9,deposit,2025-06-22 17:01:00,mobile,sales
TXN5199072392,ACC96789,ACC14994,1705.51,deposit,2025-06-09 20:24:00,mobile,sales
TXN6054774587,ACC20320,ACC14994,1907.97,deposit,2025-06-13 21:51:00,mobile,sales
TXN5294013549,ACC71795,ACC14994,1231.0,deposit,2025-06-06 21:59:00,mobile,sales
TXN3378060859,ACC31184,ACC14994,1868.04,deposit,2025-06-05 16:01:00,mobile,sales
TXN4707347744,ACC89043,ACC14994,1066.43,deposit,2025-06-18 19:18:00,mobile,sales
TXN8911245040,ACC14994,ACC51135,4895.59,withdrawal,2025-06-27 06:33:00,desktop,misc
TXN8694633086,ACC70230,ACC14994,1321.34,deposit,2025-06-09 21:36:00,mobile,sales
TXN9012493632,ACC45986,ACC14994,1022.82,deposit,2025-06-16 21:23:00,mobile,sales
TXN5497995030,ACC47484,ACC14994,1812.05,deposit,2025-06-25 21:56:00,mobile,sales
TXN1459614926,ACC35348,ACC14994,1663.39,deposit,2025-06-20 21:40:00,mobile,sales
TXN5657734060,ACC56835,ACC14994,1364.11,deposit,2025-06-15 19:25:00,mobile,sales
TXN2286911770,ACC43496,ACC14994,1861.64,deposit,2025-06-15 20:28:00,mobile,sales
TXN3733756682,ACC16008,ACC14994,1244.53,deposit,2025-06-22 18:03:00,mobile,sales
TXN6072266796,ACC58069,ACC14994,1500.18,deposit,2025-06-29 16:20:00,mobile,sales
TXN5516416682,ACC40760,ACC14994,1126.66,deposit,2025-06-14 17:43:00,mobile,sales
TXN9758278994,ACC22811,ACC14994,1625.83,deposit,2025-06-27 18:17:00,mobile,sales
TXN8783527318,ACC14994,ACC14994,17179.57,transfer,2025-06-21 02:20:00,desktop,internal
TXN7401055135,ACC53127,ACC14994,1856.23,deposit,2025-06-15 16:25:00,mobile,sales
TXN4947234186,ACC50845,ACC14994,1352.46,deposit,2025-06-11 16:18:00,mobile,sales
TXN3827614024,ACC21576,ACC14994,1732.23,deposit,2025-06-18 17:00:00,mobile,sales
TXN7291586731,ACC37653,ACC14994,1151.83,deposit,2025-06-24 18:19:00,mobile,sales
TXN2281037966,ACC84582,ACC14994,1693.83,deposit,2025-06-19 17:10:00,mobile,sales
TXN5577681564,ACC75518,ACC14994,1355.94,deposit,2025-06-25 17:32:00,mobile,sales
TXN4587299468,ACC32423,ACC14994,1315.52,deposit,2025-06-10 17:36:00,mobile,sales
TXN6997482947,ACC21741,ACC14994,1431.3,deposit,2025-06-14 20:07:00,mobile,sales
TXN1089037062,ACC94784,ACC14994,1449.46,deposit,2025-06-09 18:01:00,mobile,sales
TXN6604444193,ACC96400,ACC14994,1711.36,deposit,2025-06-25 17:21:00,mobile,sales
TXN2501188954,ACC48902,ACC14994,1962.75,deposit,2025-06-23 17:48:00,mobile,sales
TXN4873674035,ACC14994,ACC14994,13556.48,transfer,2025-06-11 21:22:00,desktop,internal
TXN7260495444,ACC73430,ACC14994,1745.23,deposit,2025-06-15 19:03:00,mobile,sales
TXN4526928205,ACC21854,ACC14994,1271.03,deposit,2025-06-24 21:06:00,mobile,sales
TXN7308362942,ACC73008,ACC14994,1851.86,deposit,2025-06-29 18:23:00,mobile,sales
TXN8175690824,ACC26198,ACC14994,1386.41,deposit,2025-06-06 18:30:00,mobile,sales
TXN2857468327,ACC52031,ACC14994,1238.86,deposit,2025-06-10 19:51:00,mobile,sales
TXN1376310149,ACC41075,ACC14994,1779.26,deposit,2025-06-24 17:04:00,mobile,sales
TXN7018426422,ACC78057,ACC14994,1204.37,deposit,2025-06-10 18:23:00,mobile,sales
TXN3307084839,ACC13107,ACC14994,1085.57,deposit,2025-06-27 21:24:00,mobile,sales
TXN2909686133,ACC35501,ACC14994,1134.83,deposit,2025-06-06 21:44:00,mobile,sales
TXN8746987753,ACC36293,ACC14994,1979.4,deposit,2025-06-12 16:26:00,mobile,sales
TXN4845365213,ACC43278,ACC14994,1081.35,deposit,2025-06-30 20:37:00,mobile,sales
TXN7914654726,ACC54656,ACC14994,1240.67,deposit,2025-06-09 17:07:00,mobile,sales
TXN3320666866,ACC76990,ACC14994,1330.12,deposit,2025-06-09 16:43:00,mobile,sales
TXN7394928904,ACC49283,ACC14994,1035.65,deposit,2025-06-19 18:01:00,mobile,sales
TXN3542424809,ACC81227,ACC14994,1628.98,deposit,2025-06-18 21:23:00,mobile,sales
TXN3677210286,ACC23107,ACC14994,1989.14,deposit,2025-06-28 16:59:00,mobile,sales
TXN3695723357,ACC44048,ACC14994,1697.22,deposit,2025-06-09 18:22:00,mobile,sales
TXN5018123129,ACC30461,ACC14994,1873.35,deposit,2025-06-30 19:28:00,mobile,sales
TXN2200331633,ACC11776,ACC14994,1489.18,deposit,2025-06-30 18:01:00,mobile,sales
TXN3420670351,ACC86461,ACC14994,1010.62,deposit,2025-06-09 17:45:00,mobile,sales
TXN1072985316,ACC65924,ACC14994,1000.7,deposit,2025-06-28 21:09:00,mobile,sales
TXN9396667751,ACC72016,ACC14994,1207.96,deposit,2025-06-20 18:22:00,mobile,sales
TXN3254013524,ACC81620,ACC14994,1921.23,deposit,2025-06-27 21:23:00,mobile,sales
TXN6625606949,ACC26160,ACC14994,1739.15,deposit,2025-06-13 19:59:00,mobile,sales
TXN3965127007,ACC22300,ACC14994,1282.4,deposit,2025-06-08 20:19:00,mobile,sales
TXN7836872329,ACC29922,ACC14994,1163.46,deposit,2025-06-05 17:31:00,mobile,sales
TXN5482211106,ACC24681,ACC14994,1350.0,deposit,2025-06-21 19:07:00,mobile,sales
TXN5282414963,ACC74901,ACC14994,1731.59,deposit,2025-06-01 17:42:00,mobile,sales
TXN2560674391,ACC95681,ACC14994,1534.69,deposit,2025-06-30 19:40:00,mobile,sales
TXN1838351077,ACC81274,ACC14994,1880.21,deposit,2025-06-26 21:23:00,mobile,sales
TXN1855552944,ACC67417,ACC14994,1717.76,deposit,2025-06-01 18:12:00,mobile,sales
TXN7344260443,ACC75352,ACC14994,1702.34,deposit,2025-06-06 17:16:00,mobile,sales
TXN7684087786,ACC77065,ACC14994,1205.98,deposit,2025-06-06 18:10:00,mobile,sales
TXN5256425830,ACC49594,ACC14994,1471.74,deposit,2025-06-13 21:39:00,mobile,sales
TXN3408440441,ACC52275,ACC14994,1713.82,deposit,2025-06-17 16:54:00,mobile,sales
TXN3350049095,ACC36589,ACC14994,1614.12,deposit,2025-06-02 17:48:00,mobile,sales
TXN9404710394,ACC33690,ACC14994,1069.84,deposit,2025-06-19 18:24:00,mobile,sales
TXN7025501538,ACC97330,ACC14994,1893.73,deposit,2025-06-04 17:45:00,mobile,sales
TXN6767738877,ACC14994,ACC14994,16492.7,transfer,2025-06-17 03:49:00,desktop,internal
TXN9341860962,ACC33954,ACC14994,1687.41,deposit,2025-06-18 18:20:00,mobile,sales
TXN8935361690,ACC35731,ACC14994,1065.92,deposit,2025-06-29 16:07:00,mobile,sales
TXN5788057540,ACC78793,ACC14994,1847.21,deposit,2025-06-29 21:19:00,mobile,sales
TXN7814887829,ACC74513,ACC14994,1160.19,deposit,2025-06-30 20:29:00,mobile,sales
TXN5934543058,ACC68149,ACC14994,1707.23,deposit,2025-06-28 21:27:00,mobile,sales
TXN4506131323,ACC57791,ACC14994,1595.58,deposit,2025-06-17 21:39:00,mobile,sales
TXN4002063712,ACC11228,ACC14994,1000.87,deposit,2025-06-12 16:02:00,mobile,sales
TXN6221874632,ACC76926,ACC14994,1143.2,deposit,2025-06-23 18:12:00,mobile,sales
TXN9204135151,ACC14994,ACC28180,4617.7,withdrawal,2025-06-19 21:48:00,desktop,misc
TXN3677915133,ACC79115,ACC14994,1975.15,deposit,2025-06-14 20:32:00,mobile,sales
TXN1076488873,ACC77203,ACC14994,1719.03,deposit,2025-06-27 21:03:00,mobile,sales
TXN9464009570,ACC14994,ACC14994,13578.27,transfer,2025-06-08 11:05:00,desktop,internal
TXN7666560712,ACC38046,ACC14994,1469.26,deposit,2025-06-29 19:18:00,mobile,sales
TXN7571970781,ACC80054,ACC14994,1487.26,deposit,2025-06-15 17:04:00,mobile,sales
TXN7464495071,ACC87202,ACC14994,1390.09,deposit,2025-06-02 17:09:00,mobile,sales
TXN6858929865,ACC87815,ACC14994,1688.75,deposit,2025-06-10 18:41:00,mobile,sales
TXN4057791277,ACC56024,ACC14994,1538.83,deposit,2025-06-22 20:59:00,mobile,sales
TXN9660933061,ACC64851,ACC14994,1520.2,deposit,2025-06-24 21:19:00,mobile,sales
TXN6640007214,ACC27459,ACC14994,1764.14,deposit,2025-06-21 20:17:00,mobile,sales
TXN5697871211,ACC68224,ACC14994,1013.53,deposit,2025-06-23 20:10:00,mobile,sales
TXN5738894342,ACC95369,ACC14994,1138.7,deposit,2025-06-20 20:19:00,mobile,sales
TXN2251392002,ACC43059,ACC14994,1576.07,deposit,2025-06-11 19:40:00,mobile,sales
TXN4929091057,ACC18107,ACC14994,1332.25,deposit,2025-06-26 18:53:00,mobile,sales
TXN5094862939,ACC51327,ACC14994,1036.51,deposit,2025-06-07 18:11:00,mobile,sales
TXN1477975267,ACC11303,ACC14994,1584.38,deposit,2025-06-06 20:43:00,mobile,sales
TXN2545447058,ACC61908,ACC14994,1973.15,deposit,2025-06-06 19:37:00,mobile,sales
TXN9916125416,ACC42414,ACC14994,1256.85,deposit,2025-06-26 17:20:00,mobile,sales
TXN5376741822,ACC14994,ACC14994,14012.45,transfer,2025-06-15 11:41:00,desktop,internal
TXN9770640287,ACC76174,ACC14994,1113.94,deposit,2025-06-14 17:34:00,mobile,sales
TXN1457143689,ACC16485,ACC14994,1797.9,deposit,2025-06-04 16:05:00,mobile,sales
TXN1355052775,ACC80618,ACC14994,1656.27,deposit,2025-06-09 18:41:00,mobile,sales
TXN6427992941,ACC60841,ACC14994,1229.85,deposit,2025-06-11 16:55:00,mobile,sales
TXN5163021392,ACC63168,ACC14994,1138.6,deposit,2025-06-27 18:30:00,mobile,sales
TXN2244891473,ACC66531,ACC14994,1035.75,deposit,2025-06-09 18:31:00,mobile,sales
TXN3891160032,ACC20884,ACC14994,1984.03,deposit,2025-06-24 18:50:00,mobile,sales
TXN6841504045,ACC75188,ACC14994,1009.93,deposit,2025-06-29 18:38:00,mobile,sales
TXN6471038469,ACC76132,ACC14994,1893.56,deposit,2025-06-17 19:29:00,mobile,sales
TXN3065383768,ACC86179,ACC14994,1599.95,deposit,2025-06-30 18:59:00,mobile,sales
TXN2069032949,ACC57094,ACC14994,1120.77,deposit,2025-06-12 19:20:00,mobile,sales
TXN5389529978,ACC45840,ACC14994,1451.14,deposit,2025-06-17 20:34:00,mobile,sales
TXN9563982545,ACC87072,ACC14994,1452.28,deposit,2025-06-25 16:14:00,mobile,sales
TXN2759368806,ACC13716,ACC14994,1610.2,deposit,2025-06-19 19:57:00,mobile,sales
TXN2586498605,ACC88462,ACC14994,1068.28,deposit,2025-06-27 17:30:00,mobile,sales
TXN5538885559,ACC53435,ACC14994,1271.9,deposit,2025-06-19 19:39:00,mobile,sales
TXN5216223485,ACC26245,ACC14994,1685.28,deposit,2025-06-17 21:55:00,mobile,sales
TXN1013573270,ACC14994,ACC40290,4617.6,withdrawal,2025-06-21 19:25:00,desktop,misc
TXN4355202371,ACC20780,ACC14994,1695.9,deposit,2025-06-07 17:44:00,mobile,sales
TXN7709968737,ACC81918,ACC14994,1421.79,deposit,2025-06-04 18:42:00,mobile,sales
TXN3601581184,ACC90151,ACC14994,1907.76,deposit,2025-06-10 20:14:00,mobile,sales
TXN9210839741,ACC84253,ACC14994,1362.4,deposit,2025-06-13 17:07:00,mobile,sales
TXN9495496496,ACC42866,ACC14994,1542.32,deposit,2025-06-22 16:02:00,mobile,sales
TXN8247102058,ACC20062,ACC14994,1976.4,deposit,2025-06-08 18:50:00,mobile,sales
TXN4670646528,ACC56661,ACC14994,1138.38,deposit,2025-06-30 19:40:00,mobile,sales
TXN5880339737,ACC89444,ACC14994,1398.34,deposit,2025-06-20 18:25:00,mobile,sales
TXN5482815413,ACC31054,ACC14994,1059.66,deposit,2025-06-28 16:47:00,mobile,sales
TXN9797390126,ACC33317,ACC14994,1763.93,deposit,2025-06-16 19:16:00,mobile,sales
TXN3194017815,ACC45393,ACC14994,1545.46,deposit,2025-06-03 16:51:00,mobile,sales
TXN4342360209,ACC94908,ACC14994,1247.97,deposit,2025-06-26 19:34:00,mobile,sales
TXN2750046881,ACC86889,ACC14994,1221.68,deposit,2025-06-08 21:47:00,mobile,sales
TXN8439118726,ACC18319,ACC14994,1617.86,deposit,2025-06-17 20:30:00,mobile,sales
TXN4617133608,ACC93410,ACC14994,1190.91,deposit,2025-06-04 18:02:00,mobile,sales
TXN1537797246,ACC35597,ACC14994,1972.72,deposit,2025-06-10 20:27:00,mobile,sales
TXN7891256350,ACC52990,ACC14994,1668.23,deposit,2025-06-28 19:14:00,mobile,sales
TXN3466635703,ACC14994,ACC71485,3364.95,withdrawal,2025-06-14 03:10:00,desktop,misc
TXN5818875289,ACC95600,ACC14994,1507.61,deposit,2025-06-01 18:42:00,mobile,sales
TXN8639030463,ACC78309,ACC14994,1925.71,deposit,2025-06-12 21:51:00,mobile,sales
TXN8334693194,ACC39605,ACC14994,1076.08,deposit,2025-06-26 21:48:00,mobile,sales
TXN2780669979,ACC95677,ACC14994,1774.97,deposit,2025-06-24 19:48:00,mobile,sales
TXN1739776911,ACC46494,ACC14994,1668.28,deposit,2025-06-24 16:34:00,mobile,sales
TXN2926772274,ACC98929,ACC14994,1450.79,deposit,2025-06-01 16:34:00,mobile,sales
TXN8479886725,ACC69885,ACC14994,1861.71,deposit,2025-06-19 18:53:00,mobile,sales
